Ref,Surveillance Type,Tower Name,Current Tower Type,Tower Subcategory,State of Tower,Sector,State of Sector,Sector Acronym,Station/AOR,Vendor,Notes,Latitude,Longitude,Google Satellite,Bing Aerial,Arcgis,Streetview,Photo Evidence,Source Doc,Source Doc 2,Source Doc 3,Source Doc 4,,,,,,,,,,,,,,,,,,
Tower102,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,Elbit Systems,,31.410269,-110.824808,https://goo.gl/maps/x4VdQi9AWYY7Kgda6,,,https://maps.app.goo.gl/GW67bdz7NB5gb6HPA,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-125,,,,,,,,,,,,,,,,,,,,,
Tower103,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,Elbit Systems,,31.64716109,-111.0666001,https://goo.gl/maps/LdESgeMeHJGXVNtv8,,,"https://www.google.com/maps/@31.6479967,-111.0592863,3a,15y,263.35h,93.17t/data=!3m6!1e1!3m4!1s9JUgQSQE1hngfBJ9kEJGhA!2e0!7i16384!8i8192?hl=en",,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-126,,,,,,,,,,,,,,,,,,,,,
Tower104,Tower,TCA-NGL-0505,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.334148,-110.99119,https://goo.gl/maps/d4zs7tmQAxfPEbSx9,,,https://maps.app.goo.gl/AbufHSwnVd4Xs6Kw9,,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3,https://www.documentcloud.org/documents/23304727-appendixb_rvss_sept2012_3,https://www.documentcloud.org/documents/23774100-dmsupdhs,,,,,,,,,,,,,,,,,,,
Tower105,Tower,TCA-NGL-0507,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.342336,-111.007227,https://goo.gl/maps/bRFmjEB7Ze1BtCEr5,,,,,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3,https://www.documentcloud.org/documents/23304727-appendixb_rvss_sept2012_3,https://www.documentcloud.org/documents/23774100-dmsupdhs,,,,,,,,,,,,,,,,,,,
Tower106,Tower,TCA-NGL-0509,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.347261,-111.017606,https://goo.gl/maps/ZthFaUCuxDw4TGMb8,,,,,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3,https://www.documentcloud.org/documents/23304727-appendixb_rvss_sept2012_3,https://www.documentcloud.org/documents/23774100-dmsupdhs,,,,,,,,,,,,,,,,,,,
Tower107,Tower,TCA-NGL-0511,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,Site previously identified for RRVS TCA-NGL-141,31.34166,-110.89374,https://goo.gl/maps/okbeHcX9SmnhtsrL8,,,https://maps.app.goo.gl/LSLcB4CnuEbYZXgs9,,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3,https://www.documentcloud.org/documents/23304727-appendixb_rvss_sept2012_3,https://www.documentcloud.org/documents/23774100-dmsupdhs,,,,,,,,,,,,,,,,,,,
Tower108,Tower,TCA-NGL-0555,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.333115,-110.982029,https://goo.gl/maps/R6NUTQ5MPJtRrDDE7,,,https://maps.app.goo.gl/ZbHZmSXjZvMh1shJ8,,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3,https://www.documentcloud.org/documents/23304727-appendixb_rvss_sept2012_3,https://www.documentcloud.org/documents/23774100-dmsupdhs,,,,,,,,,,,,,,,,,,,
Tower109,Tower,TCA-SON-056,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.356372,-110.652059,https://goo.gl/maps/G1LtxLYuvZBYrcZNA,,,,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-127,https://www.documentcloud.org/documents/23774092-20161201_cbp_iftowerconstructiondm,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3/,,,,,,,,,,,,,,,,,,,
Tower110,Tower,TCA-SON-057,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.351367,-110.55935,https://goo.gl/maps/u1DYqr3N7QcQaivb7,,,,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-128,https://www.documentcloud.org/documents/23774092-20161201_cbp_iftowerconstructiondm,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3/,,,,,,,,,,,,,,,,,,,
Tower111,Tower,TCA-SON-058,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.398682,-110.432175,https://goo.gl/maps/oHWy7GTgrUeQHzLk7,,,,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-121,https://www.documentcloud.org/documents/23774092-20161201_cbp_iftowerconstructiondm,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3/,,,,,,,,,,,,,,,,,,,
Tower112,Tower,TCA-SON-059,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.37875,-110.402367,https://goo.gl/maps/P8tguVZKXiaJnrW2A,,,,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-129,https://www.documentcloud.org/documents/23774092-20161201_cbp_iftowerconstructiondm,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3/,,,,,,,,,,,,,,,,,,,
Tower113,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.373367,-110.354367,https://goo.gl/maps/z8MYMUGMhih4m5YJA,,,,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-130,https://www.documentcloud.org/documents/23774092-20161201_cbp_iftowerconstructiondm,,,,,,,,,,,,,,,,,,,,
Tower114,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.35915,-110.30267,https://goo.gl/maps/VSWPUGGoHii5F3db6,,,,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-131,https://www.documentcloud.org/documents/23774092-20161201_cbp_iftowerconstructiondm,,,,,,,,,,,,,,,,,,,,
Tower115,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.34989697,-110.2856119,https://goo.gl/maps/GzcV2SBnGXzDjK2z5,,,"https://www.google.com/maps/@31.3503004,-110.2856202,3a,75y,185.85h,105.61t/data=!3m8!1e1!3m6!1sAF1QipP6KwAQQqOpl83l57duj7NG5idInUTw0PMRaOWm!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP6KwAQQqOpl83l57duj7NG5idInUTw0PMRaOWm%3Dw203-h100-k-no-pi-0-ya78.61459-ro-0-fo100!7i10240!8i5120",,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-132,,,,,,,,,,,,,,,,,,,,,
Tower116,Tower,TCA-SON-314,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Sonoita Station,Elbit Systems,,31.3417071,-110.6952233,https://goo.gl/maps/Z67MnAqto2iqWwfm6,,,,,https://www.documentcloud.org/documents/22139207-2012-sectionj-1geographiclaydowndata01-09-132,https://www.documentcloud.org/documents/23774092-20161201_cbp_iftowerconstructiondm,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3/,,,,,,,,,,,,,,,,,,,
Tower117,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Tucson Station,Elbit Systems,"Bing shows a newer model than Google. Formerly: Old SBInet tower, Radar and Remote Video System (RRVS)",31.4845991,-111.3773244,https://goo.gl/maps/g9txX5UjQ368wPiv9,https://www.bing.com/maps?osid=f3efaa75-aa67-4213-aa1d-433c38ab09f5&cp=31.484621~-111.377479&lvl=21.46128&style=a&pi=0&v=2&sV=2&form=S00027,,"https://www.google.com/maps/@31.4824852,-111.3882709,3a,15y,76.65h,98.26t/data=!3m8!1e1!3m6!1sAF1QipMu1hfGZWer4FiPe-4LfZvksklxcI3pPjQGqEEV!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMu1hfGZWer4FiPe-4LfZvksklxcI3pPjQGqEEV%3Dw203-h100-k-no-pi-20-ya57-ro-0-fo100!7i8704!8i4352?entry=ttu",,https://www.documentcloud.org/documents/23268250-tucson-sector-part1_3,,,,,,,,,,,,,,,,,,,,,
Tower118,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Tucson Station,Elbit Systems,"Bing shows a newer model than Google. Formerly: Old SBInet tower, Radar and Remote Video System (RRVS)",31.52529686,-111.2892159,https://goo.gl/maps/z3dwuTZ66FCsAkzU6,https://www.bing.com/maps?osid=659ac7bb-fc60-4ec0-8cfa-0472d1ca4b6b&cp=31.525287~-111.289457&lvl=20.63752&style=a&pi=0&v=2&sV=2&form=S00027,,https://maps.app.goo.gl/eVRvDD3o8oD5xqWp8,,https://www.documentcloud.org/documents/23268250-tucson-sector-part1_3,,,,,,,,,,,,,,,,,,,,,
Tower119,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Tucson Station,Elbit Systems,"Bing shows a newer model than Google. Formerly: SBInet tower, Radar and Remote Video System (RRVS)",31.59329664,-111.349464,https://goo.gl/maps/HKAPG5nG7mGb9HQh7,https://www.bing.com/maps?osid=befa0b6f-a73f-4252-af44-c78415a98cc1&cp=31.593325~-111.349666&lvl=20.77&style=a&pi=0&v=2&sV=2&form=S00027,,"https://www.google.com/maps/@31.5912042,-111.3553091,3a,15y,66.56h,91.48t/data=!3m7!1e1!3m5!1sqRde0hhy-EOobFum0AnUtA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DqRde0hhy-EOobFum0AnUtA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D82.55905%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23268250-tucson-sector-part1_3,,,,,,,,,,,,,,,,,,,,,
Tower120,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,Eagle Pass Station,General Dynamics,,28.70220083,-100.5061136,https://goo.gl/maps/bUiQwaxpGnivc69ZA,,,"https://www.google.com/maps/@28.702462,-100.5050989,3a,26.2y,255.87h,95.89t/data=!3m6!1e1!3m4!1sTqBl-v6Ya6Wqj-RT6pbQfw!2e0!7i16384!8i8192",,,,,,,,,,,,,,,,,,,,,,,
Tower121,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,Eagle Pass Station,General Dynamics,,28.71868,-100.505465,https://goo.gl/maps/XVZ4CpPUoScxjMGv5,,,https://maps.app.goo.gl/rLQbjTTk8mw5ejoQA,,,,,,,,,,,,,,,,,,,,,,,
Tower122,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.66334937,-100.4992489,https://goo.gl/maps/4dgTRJVy9Joh95eB8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower123,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.67144067,-100.4961575,https://goo.gl/maps/ATgyHjJXgwUQaZHRA,,,"https://www.google.com/maps/@28.6700986,-100.4976711,3a,23.3y,42.59h,97.62t/data=!3m7!1e1!3m5!1su8igf__hNmRaPjYThZc19Q!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Du8igf__hNmRaPjYThZc19Q%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D57.84316%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,
Tower124,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.73905791,-100.505616,https://goo.gl/maps/iGpx7KBdmPXi9e4T7,,,https://maps.app.goo.gl/hMhBWiGKzpSvh9tW9,,,,,,,,,,,,,,,,,,,,,,,
Tower125,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.73291055,-100.4998943,https://goo.gl/maps/b1Y2Tfh1pu3NfjLR7,,,"https://www.google.com/maps/@28.7332696,-100.4989241,3a,41.4y,248.73h,90.96t/data=!3m7!1e1!3m5!1sG5hgaBGCM6d4NeKqXF46EQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DG5hgaBGCM6d4NeKqXF46EQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D19.588114%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,
Tower126,Tower,Leonard's Orchard,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.65990315,-100.4860346,https://goo.gl/maps/p5FLPjRMVfwgF9Ao8,,,"https://www.google.com/maps/@28.6602374,-100.4860002,3a,59.7y,182.89h,96.68t/data=!3m7!1e1!3m5!1sceI8KmNBqXcchEhExtQ_tg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DceI8KmNBqXcchEhExtQ_tg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D264.5183%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?hl=en-US",,https://www.documentcloud.org/documents/25201038-sowleonardsorchardelectricalrepairs2024kkcommentsv2,,,,,,,,,,,,,,,,,,,,,
Tower127,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.94162911,-100.6440181,https://goo.gl/maps/et1rxW4N1Stgf3M67,,,"https://www.google.com/maps/@28.9416825,-100.6434198,3a,69.5y,265.81h,96.74t/data=!3m6!1e1!3m4!1soJPBOysMKWMWohBnF08qSQ!2e0!7i13312!8i6656?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,
Tower128,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.62974323,-100.4449047,https://goo.gl/maps/twPQYQYNyzDy5Bj29,,,"https://www.google.com/maps/@28.6312079,-100.4413974,3a,39.7y,249.99h,85.9t/data=!3m6!1e1!3m4!1s8rozZHSOr9ePqluUGFt_yQ!2e0!7i16384!8i8192?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,
Tower129,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.60604414,-100.4326645,https://goo.gl/maps/b2yAn77T4564p7tm6,,,"https://www.google.com/maps/@28.6077123,-100.4338464,3a,19.5y,148.22h,94.96t/data=!3m6!1e1!3m4!1syMKoNBwf8N6xc3n4GfVfSg!2e0!7i16384!8i8192?hl=en-US",,,,,,,,,,,,,,,,,,,,,,,
Tower130,Tower,BP Hill,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,Calexico Station,General Dynamics,,32.6509357,-115.7216788,https://goo.gl/maps/9cA9t8tYg6d3McwQ9,,,,,https://www.documentcloud.org/documents/23268043-el-centro-all-weather-road-ea,https://www.documentcloud.org/documents/23609127-border-wall-03-pages-004078-005046,,,,,,,,,,,,,,,,,,,,
Tower131,Tower,Exit 5,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,Calexico Station,General Dynamics,Original RVS program,32.64735237,-115.7606917,https://goo.gl/maps/U8Ff2JnDUTtZzuzh6,,,,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower132,Tower,Dump Road,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,Calexico Station,,Original RVS program,32.65271006,-115.6837788,https://goo.gl/maps/ovrGUXHmFtU2EwFC9,,,,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower133,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,Calexico Station,General Dynamics,,32.66110974,-115.5593189,https://goo.gl/maps/Xsjvp3eiEAPHws5P6,,,"https://www.google.com/maps/@32.6644227,-115.559404,3a,15y,178.22h,92.23t/data=!3m7!1e1!3m5!1sXt9igNc278LNTLRQLAQPZQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DXt9igNc278LNTLRQLAQPZQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D181.46234%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",,,,,,,,,,,,,,,,,,,,,,,
Tower134,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,Calexico Station,General Dynamics,,32.65880467,-115.5905213,https://goo.gl/maps/3A3M3ntY3oAxbPPV9,,,"https://www.google.com/maps/@32.6645671,-115.58592,3a,15y,213.94h,88.22t/data=!3m7!1e1!3m5!1sTgO3P2fOv30hfHBvW-ADHQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DTgO3P2fOv30hfHBvW-ADHQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D131.83992%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,,,,,,,,,,,,,,,,,,,,,,
Tower135,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,,General Dynamics,,32.6762328,-115.3510591,https://goo.gl/maps/NVjx1X8tH7hVtVer6,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower136,Tower,Drop 3,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,,,Original RVS program,32.7058022,-115.1249271,https://goo.gl/maps/5eny9A4GqPVjadEf7,,,"https://www.google.com/maps/@32.709691,-115.1247386,3a,15y,182.56h,89.96t/data=!3m7!1e1!3m5!1skBpg3cKW9VWvb6N7wISp2g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DkBpg3cKW9VWvb6N7wISp2g%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D191.46666%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?hl=en-US",,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower137,Tower,Drop 2,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,,,Original RVS program,32.7059224,-115.0304962,https://goo.gl/maps/P3ZRbL5pW5qKpoPb7,,,"https://www.google.com/maps/@32.7081241,-115.0305352,3a,15y,177.26h,92.19t/data=!3m7!1e1!3m5!1suAFL3ZQs2fW40q7R22pyZA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DuAFL3ZQs2fW40q7R22pyZA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D337.7955%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?hl=en-US",,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower138,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,California,El Centro Sector,California,ELC,Calexico Station,General Dynamics,,32.664163,-115.507997,https://goo.gl/maps/SFYQnBvSQWouA6pZA,,,https://maps.app.goo.gl/xEq5sUZj4yqj7YRLA,,,,,,,,,,,,,,,,,,,,,,,
Tower139,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,New Mexico,El Paso Sector,Texas,EPT,Deming Station,General Dynamics,,31.806637,-107.697075,https://maps.app.goo.gl/QJ11rUNovvqyy9Gb6,https://www.bing.com/maps?osid=57a6471b-b005-4731-a724-f13bbfabc23a&cp=31.806709~-107.69774&lvl=19&style=h&imgid=248dd504-8bda-413c-b4ba-2b747465f723&v=2&sV=2&form=S00027,,https://maps.app.goo.gl/iFMPRyQiWHuQScnG7,,,,,,,,,,,,,,,,,,,,,,,
Tower140,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,New Mexico,El Paso Sector,Texas,EPT,Deming Station,General Dynamics,,31.791842,-107.808213,https://goo.gl/maps/uHhV5J6QNSpRSCAFA,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower141,Tower,Unknown,Autonomous Surveillance Tower (AST),,New Mexico,El Paso Sector,Texas,EPT,,Anduril,,31.830322,-107.985117,https://maps.app.goo.gl/fWSsRsHXL6LDDWfv5,,,https://maps.app.goo.gl/WieWcWx9yYKietKq8,,,,,,,,,,,,,,,,,,,,,,,
Tower142,Tower,Unknown,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Laredo Sector,Texas,LRT,Laredo West Station,General Dynamics,,27.70610286,-99.74319186,https://goo.gl/maps/vUCYrkrDZxcHpGyz8,,,"https://www.google.com/maps/@27.7054925,-99.739834,3a,15y,280.98h,91.32t/data=!3m7!1e1!3m5!1sfWG1Ys3ZKgR19vS-4Ic3Tw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DfWG1Ys3ZKgR19vS-4Ic3Tw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D271.3928%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,,,,,,,,,,,,,,,,,,,,,,
Tower143,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Laredo Sector,Texas,LRT,Laredo South Station,General Dynamics,,27.33532877,-99.50508374,https://goo.gl/maps/i6GXtzp8xGDHULCZA,,,"https://www.google.com/maps/@27.335218,-99.5047351,3a,75y,285.85h,95.65t/data=!3m7!1e1!3m5!1sWP-zaf16V5dKf7AtifHYOg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DWP-zaf16V5dKf7AtifHYOg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D177.15144%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",,,,,,,,,,,,,,,,,,,,,,,
Tower144,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Laredo Sector,Texas,LRT,Laredo South Station,General Dynamics,,27.36467796,-99.50276284,https://goo.gl/maps/cT4ibD3SkUsNdS5S7,,,"https://www.google.com/maps/@27.364618,-99.5018927,3a,37.7y,279.95h,93.26t/data=!3m7!1e1!3m5!1soOypKhhvaxpn0qYqrLvQlQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DoOypKhhvaxpn0qYqrLvQlQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D310.27856%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",,,,,,,,,,,,,,,,,,,,,,,
Tower145,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Laredo Sector,Texas,LRT,Laredo South Station,Anduril,,27.43839467,-99.49489774,https://goo.gl/maps/obJvrzLLxQRYHXUb7,,,"https://www.google.com/maps/@27.4383386,-99.4938463,3a,15y,274.73h,91.63t/data=!3m7!1e1!3m5!1sLcKvE2eyX-5CNZEQqWzl9A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DLcKvE2eyX-5CNZEQqWzl9A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D49.785767%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,,,,,,,,,,,,,,,,,,,,,,
Tower146,Tower,Juliet East,Remote Video Surveillance System (RVSS),,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.33296076,-110.9415212,,,,https://maps.app.goo.gl/1cQN5ULnaa4svSdi9,,,,,,,,,,,,,,,,,,,,,,,
Tower147,Tower,Orphanage,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Laredo Sector,Texas,LRT,,,Legacy Remote Viewing Site ,27.4665155,-99.48237222,https://goo.gl/maps/6YQRJfTrikk4U5XRA,,,"https://www.google.com/maps/@27.4669678,-99.4866757,3a,15y,97.46h,92.32t/data=!3m7!1e1!3m5!1sQ6zwoB7kqscztLmcotrqxQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DQ6zwoB7kqscztLmcotrqxQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D100.23218%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",,https://www.documentcloud.org/documents/23743635-sowpr20048364ver12,,,,,,,,,,,,,,,,,,,,,
Tower148,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Laredo Sector,Texas,LRT,,General Dynamics,,27.48375066,-99.47861093,https://goo.gl/maps/5v71zuiwcPVKkLHa9,,,"https://www.google.com/maps/@27.4836649,-99.4812437,3a,15y,87.57h,92.84t/data=!3m7!1e1!3m5!1smQG46-FxR39CknFNqJzzjA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DmQG46-FxR39CknFNqJzzjA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D73.15693%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",,,,,,,,,,,,,,,,,,,,,,,
