Ref,Surveillance Type,Tower Name,Current Tower Type,Tower Subcategory,State of Tower,Sector,State of Sector,Sector Acronym,Station/AOR,Vendor,Notes,Latitude,Longitude,Google Satellite,Bing Aerial,Arcgis,Streetview,Photo Evidence,Source Doc,Source Doc 2,Source Doc 3,Source Doc 4,,,,,,,,,,,,,,,,,,
Tower387,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,,Elbit Systems,,31.48196575,-111.4701438,https://maps.app.goo.gl/78oGQdLDyuKkdHeo7,https://www.bing.com/maps?osid=ab0fda59-cc11-4511-8dfb-85fa41ff670f&cp=31.481852~-111.470572&lvl=19.975845&style=a&pi=0&v=2&sV=2&form=S00027,,,,,,,,,,,,,,,,,,,,,,,,,
Tower388,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,New Mexico,El Paso Sector,Texas,EPT,,General Dynamics,,31.79660076,-107.8964902,https://maps.app.goo.gl/FAY94r3aWrZ9qHyd7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower389,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,,Elbit Systems,,31.565989,-111.55481,https://maps.app.goo.gl/a4NoHtzrt9vMyoV78,https://www.bing.com/maps?osid=472320a2-a178-4da3-8f35-8ab8a9c92262&cp=31.56593~-111.555096&lvl=19.895746&style=a&pi=0&v=2&sV=2&form=S00027,,"https://www.google.com/maps/@31.5732382,-111.5378529,3a,15y,243.47h,89.4t/data=!3m7!1e1!3m5!1swsjfx7wFuiZit7GTvww8bA!2e0!5s20230901T000000!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower390,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,,Elbit Systems,,31.46053873,-111.4133538,https://maps.app.goo.gl/84za8oVcEEe9uWyMA,https://www.bing.com/maps?osid=a0b073e5-5569-4e30-9e95-469b4876718d&cp=31.458346~-111.433841&lvl=21.325607&style=a&pi=0&v=2&sV=2&form=S00027,,,,,,,,,,,,,,,,,,,,,,,,,
Tower391,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,Del Rio Station,Anduril,,29.345168,-100.870652,https://maps.app.goo.gl/wfLcSBfG2e9B69Pn8,,,"https://www.google.com/maps/@29.3469626,-100.8704155,3a,15y,186.96h,90.82t/data=!3m6!1e1!3m4!1sz1r6YU63r8RXtMPH6RpUOg!2e0!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower392,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,Del Rio Station,Anduril,,28.89337,-100.558578,https://maps.app.goo.gl/CxPenb1iseGd7vvD7,https://www.bing.com/maps?osid=14e2af8d-940a-4e79-881b-a7559f892bfc&cp=28.89337~-100.558712&lvl=21.45&style=a&pi=0&v=2&sV=2&form=S00027,,"https://www.google.com/maps/@28.8917801,-100.5612963,3a,15y,54.25h,92.47t/data=!3m6!1e1!3m4!1stYHmw-mXYkm21c7Ow62VOg!2e0!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower393,Tower,Unknown,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Laredo Sector,Texas,LRT,,General Dynamics,This tower is in addition to Tower 253 attached to the checkpoint,27.44332712,-98.88794633,,,,"https://www.google.com/maps/@27.4438278,-98.8878685,3a,31.3y,179.04h,100.18t/data=!3m7!1e1!3m5!1s2DEcbhQp5owqpkoC74WMtA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2DEcbhQp5owqpkoC74WMtA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D9.790035%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower394,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen Station,Anduril,,26.1679762,-98.33368663,,,https://livingatlas.arcgis.com/wayback/#active=34007&mapCenter=-98.33348%2C26.16788%2C20,https://maps.app.goo.gl/BXnfUv1N59yw2d6x7,,,,,,,,,,,,,,,,,,,,,,,
Tower395,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Brownsville Station,General Dynamics,,25.96448723,-97.58699413,https://maps.app.goo.gl/HbVp6LcUi6mGx5Vd7,,,"https://www.google.com/maps/@25.9653467,-97.5844813,3a,18.6y,256.71h,92.8t/data=!3m6!1e1!3m4!1sGeHzIY8qP-4IUn7PyYixag!2e0!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower396,Tower,Unknown,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Laredo Sector,Texas,LRT,,General Dynamics,,27.4152787,-98.82677639,https://maps.app.goo.gl/y7DkwUhKAcZZv1wX9,,,"https://www.google.com/maps/@27.414958,-98.8272575,3a,75y,53.69h,88.81t/data=!3m7!1e1!3m5!1sZlenXB5oYxyVDbdbgmqDqw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DZlenXB5oYxyVDbdbgmqDqw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D274.73944%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower397,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Laredo Sector,Texas,LRT,,General Dynamics,,27.664521,-99.466984,https://maps.app.goo.gl/3bVP955uUA1C43Pw9,,,https://maps.app.goo.gl/8NeFzh1Woamk7TfG7,,,,,,,,,,,,,,,,,,,,,,,
Tower398,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,,Anduril,,29.699178,-101.331149,https://maps.app.goo.gl/s7ECkrCumpLmBnPa8,,,https://maps.app.goo.gl/bsJptTBPomGfyeTj6,,,,,,,,,,,,,,,,,,,,,,,
Tower399,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,,26.401306,-98.977583,https://maps.app.goo.gl/dWSoXudBnXETcbG48,,,https://maps.app.goo.gl/KbaMsv21S7aHpZAA8,,,,,,,,,,,,,,,,,,,,,,,
Tower400,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,,26.37534127,-98.85181357,https://maps.app.goo.gl/J7TBbAzuQCQ1M5C36,,,https://maps.app.goo.gl/qdvcszVVAnzrgmTn9,,,,,,,,,,,,,,,,,,,,,,,
Tower401,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,,Anduril,,29.733597,-101.37812,https://maps.app.goo.gl/PHvcGBt9skGzzv6VA,,,https://maps.app.goo.gl/UT5EKLTh1tBMGae46,,,,,,,,,,,,,,,,,,,,,,,
Tower402,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,,Anduril,,29.91724034,-101.9160892,https://maps.app.goo.gl/aVVn78tYi3sTxXAz9,,,https://maps.app.goo.gl/UbeFbL9vwVzDn92s9,,,,,,,,,,,,,,,,,,,,,,,
Tower403,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,Near playground in Roma Municipal Park,26.39639,-99.001947,https://maps.app.goo.gl/WTuUN8bCYYVqMbLC6,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower404,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,,26.39647202,-98.98622749,https://maps.app.goo.gl/dk4uXvYMtgJFan8Q8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower405,Tower,Unknown,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Laredo Sector,Texas,LRT,,General Dynamics,,27.927274,-99.84498,https://maps.app.goo.gl/agYejgiiTME5aXSW9,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower406,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,Sector is an approximation,30.00814565,-102.1663848,https://maps.app.goo.gl/aHdC1ZfkPhe3Fsib9,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower407,Tower,Unknown,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Laredo Sector,Texas,LRT,,General Dynamics,,27.99368604,-99.53153758,https://maps.app.goo.gl/GkaxbZfC9XneJheP6,,,https://maps.app.goo.gl/TSshYa8M2BHe5yCH8,,,,,,,,,,,,,,,,,,,,,,,
Tower408,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,,Anduril,,29.65738991,-101.1628043,https://maps.app.goo.gl/hcWKfHezozf9T1uLA,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower409,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,Sector is an approximation,29.95009717,-102.0012696,https://maps.app.goo.gl/kFQ4Auv5wUNf7JZd7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower410,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,Sector is an approximation,29.8903701,-101.8067802,https://maps.app.goo.gl/m89BQDEmnYKhjccR7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower411,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Laredo Sector,Texas,LRT,,Anduril,,27.737965,-99.729029,https://maps.app.goo.gl/YxcgorEu9DkvoZr88,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower412,Tower,Unknown,Autonomous Surveillance Tower (AST),,New Mexico,El Paso Sector,Texas,EPT,,Anduril,,31.79845044,-106.9065078,https://maps.app.goo.gl/tGKUZeyygj7wghRCA,,,https://maps.app.goo.gl/2kCzU2vwLqpbxnsv5,,,,,,,,,,,,,,,,,,,,,,,
Tower413,Tower,Progeso Lakes,Remote Video Surveillance System (RVSS),,Texas,Rio Grande Valley Sector,Texas,RGV,Weslaco Station,General Dynamics,Water Tower,26.06865121,-97.95422022,,,,,,https://www.documentcloud.org/documents/24449883-progreso-lake-cbp-tower-docs,,,,,,,,,,,,,,,,,,,,,
Tower414,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,,General Dynamics,,26.44124476,-99.10059378,https://maps.app.goo.gl/qZaXdP1LschE1NJU7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower415,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,,25.96728218,-97.20651723,https://maps.app.goo.gl/X99AJh9STmxJYm719,,,,https://drive.google.com/file/d/1cM2s8x_s2Oumzu1HDM3HbL055QeN97oe/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,
Tower416,Tower,Unknown,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Laredo Sector,Texas,LRT,,General Dynamics,,27.95004267,-98.91819834,https://maps.app.goo.gl/c6svczUAKB9yy4Wj9,,,https://maps.app.goo.gl/kz41UptcT3dxQVQN8,https://drive.google.com/file/d/1iDUJtV_i4P1GQqtNY2iMcMuKkZxyucCY/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,
Tower417,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,,30.89275708,-104.7925265,https://maps.app.goo.gl/aoZ9qfty2mNiEQRB8,,,https://maps.app.goo.gl/Vt7fgJHcsJz8WYsW6,https://drive.google.com/file/d/1Ex-OsKiXgLjcieFwfZ9Y55bzZIvB-ilZ/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,
Tower418,Tower,Unknown,Autonomous Surveillance Tower (AST),Extended Range Sentry Tower,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,,26.366012,-98.89804,,,https://livingatlas.arcgis.com/wayback/#active=34007&mapCenter=-98.89808%2C26.36595%2C20,,https://drive.google.com/file/d/19QF_ndX8msKcOeZljvWrHyxs28SPHgZ3/view?usp=drive_link,,,,,,,,,,,,,,,,,,,,,,
Tower419,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,,26.36897782,-98.84799402,https://maps.app.goo.gl/hNkMjGLg3phtUBbE9,,,,https://drive.google.com/file/d/159M_SeDoOzkpvTgoWwBXFWZMQhnL3H_I/view?usp=drive_link,,,,,,,,,,,,,,,,,,,,,,
Tower420,Tower,Unknown,Remote Video Surveillance System (RVSS),,Texas,Rio Grande Valley Sector,Texas,RGV,,General Dynamics,Checkpoint tower,27.0341449,-98.1399196,,,,,https://drive.google.com/file/d/1v8m7C7KQGt3mZ-asBhl-RbkqKbwkpWUj/view?usp=drive_link,,,,,,,,,,,,,,,,,,,,,,
Tower421,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,,Anduril,Coordinates approximate.,29.663129,-101.189706,,,,,https://drive.google.com/file/d/15U-qUzAVRhET3SFR_Mdp2rTlAGFtX5hN/view?usp=drive_link,,,,,,,,,,,,,,,,,,,,,,
Tower422,Tower,Unknown,Remote Video Surveillance System (RVSS),,Texas,Laredo Sector,Texas,LRT,,General Dynamics,,27.501152,-99.513138,,,,https://maps.app.goo.gl/tnNhUCaFYBCkuh5U9,,,,,,,,,,,,,,,,,,,,,,,
Tower423,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,,30.02723387,-102.2018339,https://maps.app.goo.gl/YNwub8A62e9Tyj4G8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower424,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.64550861,-116.2602634,https://maps.app.goo.gl/zH1zgG6ArtpweWGFA,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower425,Tower,Pinto Wash (Roy's Road),Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,General Dynamics,Original RVS prgram,32.66964557,-115.7654491,https://maps.app.goo.gl/9KnhPGFUocbTyiVB6,,,https://maps.app.goo.gl/LXFERuvpqNUMUBEL8,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower426,Tower,Mauldin Hill,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,General Dynamics,Original RVS prgram,32.65210344,-115.8250384,https://maps.app.goo.gl/e4gVJtxBent7ZDxQ9,,,,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower427,Tower,Sugarloaf,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,General Dynamics,Original RVS prgram,32.7303951,-116.0469222,https://maps.app.goo.gl/VqxWjApfEkXuvQfw7,,,https://maps.app.goo.gl/95FD8Uzjq24xsAoMA,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower428,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,El Centro Sector,California,ELC,,Anduril,,32.71300239,-115.9767741,https://maps.app.goo.gl/GnYh6uphiZ5inmKLA,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower429,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,El Centro Sector,California,ELC,,Anduril,,32.65427681,-115.7981116,https://maps.app.goo.gl/RN1kZXnq9BPXcKGK9,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower430,Tower,S. of FM 88,Remote Video Surveillance System (RVSS),,Texas,Rio Grande Valley Sector,Texas,RGV,Weslaco Station,General Dynamics,,26.07722334,-97.98740713,https://maps.app.goo.gl/x2Bv9Nrqxx5hy34W8,,,https://maps.app.goo.gl/T18N79DWe5owu7xe8,,,,,,,,,,,,,,,,,,,,,,,
Tower431,Tower,Westside Main/Hwy 98,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,,Original RVS prgram,32.6785245,-115.6749166,https://maps.app.goo.gl/6Zz59JCyToH3PngW8,,,https://maps.app.goo.gl/1Q1eHjYJ5HTeM5797,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower432,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,El Centro Sector,California,ELC,,Anduril,,32.67343546,-115.720164,https://maps.app.goo.gl/wUFsPmFkdgaWB54b6,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower433,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,El Centro Sector,California,ELC,,Anduril,,32.70507334,-115.2632407,https://maps.app.goo.gl/zk75cTLJJzD7SyA48,,,https://maps.app.goo.gl/7WkwUqKue4qBDoaq7,,,,,,,,,,,,,,,,,,,,,,,
Tower434,Tower,The Bend,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,,Original RVS prgram,32.71147619,-115.2464566,https://maps.app.goo.gl/rn88ZMVBkbPfqi239,,,https://maps.app.goo.gl/SmEtfnZxipaUCmF97,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower435,Tower,Drop 4,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,,Original RVS prgram,32.705816,-115.215602,https://maps.app.goo.gl/8a8J2B2WbA4ootYe6,https://www.bing.com/maps?cp=32.705945%7E-115.215647&lvl=19.4&style=h,,https://maps.app.goo.gl/x7dweqCkbAo8XiUz5,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower436,Tower,3 3/4,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,General Dynamics,Original RVS prgram,32.705769,-115.193791,https://maps.app.goo.gl/VDhacXHmnrcDicodA,https://www.bing.com/maps?osid=049faf10-dbf4-4958-b975-b8988b233e66&cp=32.705768~-115.19409&lvl=20.19&style=h&pi=0&v=2&sV=2&form=S00027,,https://maps.app.goo.gl/zqBNCiA9LyFomQHx9,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower437,Tower,Midway,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,General Dynamics,,32.70582023,-115.0886657,https://maps.app.goo.gl/R15mkviN9kqAckrq7,,,https://maps.app.goo.gl/c9z1SkFHh3LPQaFM6,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower438,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.64026702,-116.8864516,https://maps.app.goo.gl/3s3xArWaDMok9fnd9,,,https://maps.app.goo.gl/iZ5CGEYhLqhR5sY47,,,,,,,,,,,,,,,,,,,,,,,
Tower439,Tower,Gordon's ,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,,Original RVS program,32.70578412,-114.9583914,https://maps.app.goo.gl/CXEBLUqpfuXjN1Q2A,,,https://maps.app.goo.gl/E4aFDQkBeHxkAQyT9,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower440,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,El Centro Sector,California,ELC,,Anduril,,32.64653547,-115.8800428,https://maps.app.goo.gl/cqJWCh9o9GdwY9zi6,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower441,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,El Centro Sector,California,ELC,,Anduril,,32.70495154,-115.0910869,https://maps.app.goo.gl/MErwatQfP9ckjatdA,,,https://maps.app.goo.gl/KwaMgqrqtSk9DkXJ9,,,,,,,,,,,,,,,,,,,,,,,
Tower442,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,El Centro Sector,California,ELC,,Anduril,,32.70354653,-115.0387305,https://maps.app.goo.gl/fVf2HySHRLvoSuJF9,,,"https://www.google.com/maps/@32.7075547,-115.0386243,3a,15y,184.15h,90.68t/data=!3m6!1e1!3m4!1sMAcYJcojohbd0OeQ0-vVFw!2e0!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower443,Tower,Swingles Hill,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,,Original RVS program,32.71187005,-114.9203688,https://maps.app.goo.gl/qYA1XMkwL46jmq1AA,,,https://maps.app.goo.gl/vQi56mhNtA3kWsfR7,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower444,Tower,Unknown,Remote Video Surveillance System (RVSS),,California,Yuma Sector,Arizona,YUM,,General Dynamics,Sector is approximate,32.72751837,-114.9091611,https://maps.app.goo.gl/CcfHGtR4PJDT1T6R9,,,"https://www.google.com/maps/@32.7284764,-114.9093577,3a,26.7y,167.05h,95.2t/data=!3m7!1e1!3m5!1sCyEzGc8oc-qj89EowKUUPg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DCyEzGc8oc-qj89EowKUUPg%26cb_client%3Dsearch.revgeo_and_fetch.gps%26w%3D96%26h%3D64%26yaw%3D70.701256%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower445,Tower,North Levee Elbow Bend,Remote Video Surveillance System (RVSS),,California,San Diego Sector,California,SDC,,General Dynamics,,32.54355876,-117.0543439,https://maps.app.goo.gl/h25tzHGPMFKdFdiG6,,,https://maps.app.goo.gl/Cp7JDefHquWcH1iU6,,https://www.documentcloud.org/documents/23314614-mgmt_nepa_ea-fonsiinstallationofremotevideosurveillanceequip,,,,,,,,,,,,,,,,,,,,,
Tower446,Tower,Coyote 1,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,General Dynamics,,32.68565112,-115.9150322,https://maps.app.goo.gl/JeHkEY4pgMfGnzto8,,,https://maps.app.goo.gl/itHuMeWuJ2FyHVNNA,,https://www.documentcloud.org/documents/24483619-mgmt_nepa_fsea-fonsiacqinstallandopofremotevideosurveillanc,,,,,,,,,,,,,,,,,,,,,
Tower447,Tower,Unknown,Remote Video Surveillance System (RVSS),,Texas,Rio Grande Valley Sector,Texas,RGV,,General Dynamics,,25.94497912,-97.32831192,https://maps.app.goo.gl/4WgW9CvAmwcyyq6i8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower448,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,,Anduril,,25.96031813,-97.28345748,https://maps.app.goo.gl/Knt3tNkxY2eFEQFk7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower449,Tower,Unknown,Remote Video Surveillance System (RVSS),,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.0434297,-97.75467468,https://maps.app.goo.gl/6QAC27quj6AKHYD9A,,,https://maps.app.goo.gl/y3hN7wT2pgup8tjDA,,,,,,,,,,,,,,,,,,,,,,,
Tower450,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,,Anduril,,29.7470131,-101.3897836,https://maps.app.goo.gl/3oexxG8a62Lx2xUZ6,,,https://maps.app.goo.gl/EyTm45S2b1oSukoZ8,,,,,,,,,,,,,,,,,,,,,,,
Tower451,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Laredo Sector,Texas,LRT,,Anduril,,27.7849335,-99.842749,https://maps.app.goo.gl/YmebBBUWH7YnnVbW8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower452,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,Anduril,,26.27495955,-98.711401,https://maps.app.goo.gl/RG35cdXm8FpXrK689,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower453,Tower,Unknown,Remote Video Surveillance System (RVSS),,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,,26.25743181,-98.6597215,https://maps.app.goo.gl/KhDAt8NzKruo3g219,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower454,Tower,Unknown,Remote Video Surveillance System (RVSS),,Texas,Del Rio Sector,Texas,DRT,,General Dynamics,,28.57004653,-100.3956317,https://maps.app.goo.gl/V8bVEvjEMqD3pW788,https://www.bing.com/maps?osid=782b33da-918f-408d-9c50-435d589443a3&cp=28.570096~-100.395705&lvl=21.34607&style=a&pi=0&v=2&sV=2&form=S00027,,,,,,,,,,,,,,,,,,,,,,,,,
Tower455,Tower,Unknown,Remote Video Surveillance System (RVSS),,New Mexico,El Paso Sector,Texas,ELC,Deming Station,General Dynamics,,31.80666172,-107.5877978,https://maps.app.goo.gl/9g8r2f9Dn8r2AL2j8,https://www.bing.com/maps?osid=ee02dfba-7282-4666-8bfd-eb0871789ee4&cp=31.806683~-107.587985&lvl=20.824713&style=a&pi=0&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/24488150-0022_-_bw1_foia_cbp_005617_-_005952,,,,,,,,,,,,,,,,,,,,,
Tower456,Tower,Unknown,Remote Video Surveillance System (RVSS),,New Mexico,El Paso Sector,Texas,ELC,Deming Station,General Dynamics,Note: Tower cameras appear to have moved from this location: https://maps.app.goo.gl/H7GR9UG3XSjDHNHU6,31.78744617,-107.6268133,https://maps.app.goo.gl/XaXaLq4ZcUG3VvLT7,,,https://maps.app.goo.gl/yZmmJvuhgSTGNQaa7,,https://www.documentcloud.org/documents/24488150-0022_-_bw1_foia_cbp_005617_-_005952,,,,,,,,,,,,,,,,,,,,,
Tower457,Tower,ELC-CAX-Ballpark,Remote Video Surveillance System (RVSS),,California,El Centro Sector,California,ELC,,,"These are a particular model of RVSS only identified around Calexico, California.",32.671776,-115.520461,https://maps.app.goo.gl/bcJPDet7MpApjFtV8,,,https://maps.app.goo.gl/k9UCkNyg5SwhVBCq7,,https://www.documentcloud.org/documents/24488216-cc_agenda_03-06-2024_item_no_14,,,,,,,,,,,,,,,,,,,,,
Tower458,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.541944,-117.103361,https://maps.app.goo.gl/9FqgyFmDdBd72WU98,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower459,Tower,Unknown,Uncategorized,,California,San Diego Sector,California,SDC,,Teledyne Flir,,32.607333,-116.92636,https://maps.app.goo.gl/WrCEsRGJU8tsdvTy9,,,,https://drive.google.com/file/d/1kKU6i6rZDfFFVYDuM6X0tQJleXIIRbg7/view?usp=drive_link,,,,,,,,,,,,,,,,,,,,,,
